Deep peach,#FFCBA4,255,205,168,26.0,100.0,82.0
Indian yellow,#E3A857,228,165,83,35.0,71.0,62.0
USAFA blue,#004F98,4,80,152,209.0,100.0,30.0
Waterspout,#A4F4F9,162,244,247,184.0,88.0,81.0
Light brown,#B5651D,183,100,26,28.0,72.0,41.0
Ruby red,#9B111E,152,21,35,354.0,80.0,34.0
Vista blue,#7C9ED9,122,158,217,218.0,55.0,67.0
Fawn,#E5AA70,232,170,110,30.0,69.0,67.0
Plum (web),#DDA0DD,222,159,223,300.0,47.0,75.0
Peach-orange,#FFCC99,253,204,156,30.0,100.0,80.0
Bright ube,#D19FE8,212,157,232,281.0,61.0,77.0
Folly,#FF004F,251,3,79,341.0,100.0,50.0
Regalia,#522D80,80,46,127,267.0,48.0,34.0
Fulvous,#E48400,236,133,2,35.0,100.0,45.0
Chartreuse (web),#7FFF00,129,253,0,90.0,100.0,50.0
Very light malachite green,#64E986,99,233,135,135.0,75.0,65.0
Harvard crimson,#C90016,201,0,21,353.0,100.0,39.0
Kiwi,#8EE53F,141,228,61,91.0,76.0,57.0
Lime (color wheel),#BFFF00,193,255,1,75.0,100.0,50.0
Tuscan,#FAD6A5,250,214,163,35.0,89.0,81.0
Red (Crayola),#EE204D,237,33,80,347.0,86.0,53.0
Spanish orange,#E86100,230,94,0,25.0,100.0,45.0
Amethyst,#9966CC,149,105,205,270.0,50.0,60.0
Lemon curry,#CCA01D,200,162,28,45.0,75.0,46.0
Prussian blue,#003153,0,48,83,205.0,100.0,16.0
University of California Gold,#B78727,186,138,38,40.0,65.0,44.0
Maximum Green,#5E8C31,93,133,45,90.0,48.0,37.0
Fuchsia,#FF00FF,252,3,255,300.0,100.0,50.0
Wild orchid,#D470A2,215,108,160,330.0,54.0,64.0
Viridian green,#009698,0,146,154,181.0,100.0,30.0
Chinese red,#AA381E,172,56,34,11.0,70.0,39.0
Folly,#FF004F,247,3,78,341.0,100.0,50.0
Royal blue,#4169E1,68,105,225,225.0,73.0,57.0
Psychedelic purple,#DF00FF,220,2,255,292.0,100.0,50.0
Cultured,#F5F5F5,250,249,246,0.0,0.0,96.0
Lilac,#C8A2C8,203,162,200,300.0,26.0,71.0
Vivid orange peel,#FFA000,255,157,4,18.0,100.0,50.0
Lawn green,#7CFC00,122,250,4,90.0,100.0,49.0
Flax,#EEDC82,240,221,130,50.0,76.0,72.0
Lemon,#FFF700,255,243,0,58.0,100.0,50.0
Capri,#00BFFF,0,192,255,195.0,100.0,50.0
Deep peach,#FFCBA4,255,206,167,26.0,100.0,82.0
Bottle green,#006A4E,0,106,78,164.0,100.0,21.0
English violet,#563C5C,85,57,94,289.0,21.0,30.0
Mughal green,#306030,55,96,46,120.0,33.0,28.0
Lime (color wheel),#BFFF00,189,255,0,75.0,100.0,50.0
Brunswick green,#1B4D3E,27,78,58,162.0,48.0,20.0
Opera mauve,#B784A7,184,135,170,319.0,26.0,62.0
Dark vanilla,#D1BEA8,213,191,171,32.0,31.0,74.0
Brunswick green,#1B4D3E,25,79,63,162.0,48.0,20.0
Bondi blue,#0095B6,0,148,183,191.0,100.0,36.0
Red (pigment),#ED1C24,236,27,40,358.0,85.0,52.0
Dark slate blue,#483D8B,70,57,139,248.0,39.0,39.0
Tuscan red,#7C4848,126,68,69,0.0,27.0,38.0
Orioles orange,#FB4F14,252,79,16,15.0,97.0,53.0
Venetian red,#C80815,200,12,22,356.0,92.0,41.0
Copper rose,#996666,156,106,102,0.0,20.0,50.0
Winter Wizard,#A0E6FF,162,230,255,196.0,100.0,81.0
Zomp,#39A78E,58,170,144,166.0,49.0,44.0
Cyan cornflower blue,#188BC2,22,139,197,199.0,78.0,43.0
Picton blue,#45B1E8,69,176,236,200.0,78.0,59.0
Ferrari Red,#FF2800,255,43,0,9.0,100.0,50.0
Azure,#007FFF,1,123,250,210.0,100.0,50.0
Black olive,#3B3C36,64,59,55,70.0,5.0,22.0
Very pale yellow,#FFFFBF,252,255,193,60.0,100.0,88.0
French raspberry,#C72C48,203,41,70,349.0,64.0,48.0
Shadow blue,#778BA5,122,139,162,214.0,20.0,56.0
Rebecca Purple,#663399,105,53,155,270.0,49.0,40.0
Citron,#9FA91F,160,167,33,64.0,69.0,39.0
Peru,#CD853F,201,133,62,30.0,59.0,53.0
Lemon chiffon,#FFFACD,255,248,203,54.0,100.0,90.0
Deep Green,#056608,2,99,6,122.0,91.0,21.0
Yellow (RYB),#FEFE33,251,253,48,60.0,99.0,60.0
Pear,#D1E231,211,222,53,66.0,75.0,54.0
Golden yellow,#FFDF00,255,226,0,52.0,100.0,50.0
Persian red,#CC3333,204,48,54,0.0,60.0,50.0
Fandango pink,#DE5285,229,77,131,338.0,68.0,60.0
Antique bronze,#665D1E,96,89,32,53.0,55.0,26.0
Jasmine,#F8DE7E,251,219,125,47.0,90.0,73.0
Red (RYB),#FE2712,251,36,18,5.0,99.0,53.0
Ocean Blue,#4F42B5,75,69,179,247.0,47.0,48.0
Azure,#007FFF,4,121,252,210.0,100.0,50.0
Aero blue,#C9FFE5,199,251,232,151.0,100.0,89.0
Sky magenta,#CF71AF,210,121,171,320.0,49.0,63.0
Lemon meringue,#F6EABE,246,234,187,47.0,76.0,85.0
Green (Color Wheel) (X11 green),#00FF00,3,247,0,120.0,100.0,50.0
Violet (RYB),#8601AF,133,3,176,286.0,99.0,35.0
Rose gold,#B76E79,184,102,121,351.0,34.0,57.0
Charleston green,#232B2B,33,43,43,180.0,10.0,15.0
Unbleached silk,#FFDDCA,251,218,202,22.0,100.0,90.0
Wageningen Green,#34B233,50,180,49,120.0,56.0,45.0
Lilac,#C8A2C8,198,159,201,300.0,26.0,71.0
Pale turquoise,#AFEEEE,174,237,235,180.0,65.0,81.0
Azureish white,#DBE9F4,215,229,248,206.0,53.0,91.0
Vivid cerulean,#00AAEE,0,168,241,197.0,100.0,47.0
Titanium yellow,#EEE600,235,227,0,58.0,100.0,47.0
Antique fuchsia,#915C83,144,92,131,316.0,22.0,46.0
Lavender magenta,#EE82EE,230,132,238,300.0,76.0,72.0
Palm Leaf,#6F9940,130,145,128,88.0,5.0,53.0
Persian green,#00A693,0,164,145,173.0,100.0,33.0
Smalt (Dark powder blue),#003399,0,55,149,220.0,100.0,30.0
Rebecca Purple,#663399,106,52,151,270.0,49.0,40.0
Boysenberry,#873260,134,46,93,328.0,46.0,36.0
Maximum Blue Purple,#ACACE6,174,171,232,240.0,54.0,79.0
Old silver,#848482,132,134,133,60.0,1.0,51.0
Heart Gold,#808000,132,133,0,60.0,100.0,25.0
Vivid tangerine,#FFA089,255,159,133,12.0,100.0,77.0
Camel,#C19A6B,198,153,107,33.0,41.0,59.0
Amber (SAE/ECE),#FF7E00,251,126,3,30.0,100.0,50.0
Ocean Blue,#4F42B5,84,70,181,247.0,47.0,48.0
Cultured,#F5F5F5,251,245,252,0.0,0.0,96.0
Fuchsia pink,#FF77FF,255,119,248,300.0,100.0,73.0
Cyan cobalt blue,#28589C,41,91,157,215.0,59.0,38.0
Deep pink,#FF1493,255,21,143,328.0,100.0,54.0
Shocking pink (Crayola),#FF6FFF,251,114,255,300.0,100.0,72.0
Lavender magenta,#EE82EE,238,137,235,300.0,76.0,72.0
Light red ochre,#E97451,231,120,83,14.0,78.0,62.0
Electric lime,#CCFF00,203,255,0,72.0,100.0,50.0
Pastel magenta,#F49AC2,241,153,193,333.0,80.0,78.0
Sunglow,#FFCC33,255,205,52,45.0,100.0,60.0
Light apricot,#FDD5B1,250,212,178,28.0,95.0,84.0
Rose madder,#E32636,223,42,54,355.0,77.0,52.0
Yellow (Crayola),#FCE883,254,231,134,50.0,95.0,75.0
Bangladesh green,#006A4E,1,101,76,164.0,100.0,21.0
Jasper,#D73B3E,209,54,59,359.0,66.0,54.0
Palm Leaf,#6F9940,128,142,129,88.0,5.0,53.0
Light grayish magenta,#CC99CC,202,150,200,300.0,33.0,70.0
Golden poppy,#FCC200,255,190,2,46.0,100.0,49.0
Turquoise Surf,#00C5CD,3,200,202,182.0,100.0,40.0
Pastel magenta,#F49AC2,241,152,197,333.0,80.0,78.0
Rebecca Purple,#663399,108,57,159,270.0,49.0,40.0
Strawberry,#FC5A8D,254,88,145,341.0,96.0,67.0
Grizzly,#885818,135,91,26,34.0,70.0,31.0
Sacramento State green,#00563F,1,89,63,164.0,100.0,17.0
Shamrock green,#009E60,2,161,96,156.0,100.0,31.0
Giants orange,#FE5A1D,255,88,31,16.0,99.0,55.0
Azure,#007FFF,0,131,251,210.0,100.0,50.0
English vermillion,#CC474B,209,70,75,358.0,57.0,54.0
Burnt orange,#CC5500,206,86,1,25.0,100.0,40.0
Licorice,#1A1110,25,16,12,6.0,24.0,8.0
Regalia,#522D80,80,43,125,267.0,48.0,34.0
Strawberry,#FC5A8D,251,85,145,341.0,96.0,67.0
Copper penny,#AD6F69,170,113,105,5.0,29.0,55.0
Zomp,#39A78E,60,169,145,166.0,49.0,44.0
Bangladesh green,#006A4E,3,102,76,164.0,100.0,21.0
Dark moss green,#4A5D23,70,90,35,80.0,45.0,25.0
Turquoise Surf,#00C5CD,0,199,202,182.0,100.0,40.0
Violet (RYB),#8601AF,133,0,177,286.0,99.0,35.0
Sugar Plum,#914E75,142,81,114,325.0,30.0,44.0
Han blue,#446CCF,68,106,209,223.0,59.0,54.0
Liver (organ),#6C2E1F,107,41,33,12.0,55.0,27.0
Rust,#B7410E,187,63,12,18.0,86.0,39.0
USC Cardinal,#990000,149,0,4,0.0,100.0,30.0
English violet,#563C5C,85,56,92,289.0,21.0,30.0
Shocking pink (Crayola),#FF6FFF,251,114,255,300.0,100.0,72.0
Ecru,#C2B280,197,177,131,45.0,35.0,63.0
Imperial purple,#66023C,98,0,62,325.0,96.0,20.0
Majorelle Blue,#6050DC,94,76,224,247.0,67.0,59.0
Beau blue,#BCD4E6,192,214,229,206.0,46.0,82.0
Light sky blue,#87CEFA,133,207,249,203.0,92.0,75.0
Neon fuchsia,#FE4164,250,62,102,349.0,99.0,63.0
Indian red,#CD5C5C,203,88,90,0.0,53.0,58.0
Old gold,#CFB53B,207,182,58,49.0,61.0,52.0
Ocean Blue,#4F42B5,82,68,179,247.0,47.0,48.0
Paradise pink,#E63E62,226,62,94,347.0,77.0,57.0
Deep coffee,#704241,114,66,62,1.0,27.0,35.0
Piggy pink,#FDDDE6,255,224,231,343.0,89.0,93.0
Shadow blue,#778BA5,119,143,162,214.0,20.0,56.0
Magenta,#FF00FF,251,0,255,300.0,100.0,50.0
Ruddy pink,#E18E96,227,139,157,354.0,58.0,72.0
Vivid amber,#CC9900,206,150,1,45.0,100.0,40.0
Pearl Aqua,#88D8C0,134,215,190,162.0,51.0,69.0
Red (RYB),#FE2712,251,39,18,5.0,99.0,53.0
Ball blue,#21ABCD,37,172,207,192.0,72.0,47.0
Maastricht Blue,#001C3D,0,27,64,212.0,100.0,12.0
Mantis,#74C365,115,196,100,110.0,44.0,58.0
Yellow Sunshine,#FFF700,251,242,2,58.0,100.0,50.0
Spanish red,#E60026,226,0,39,350.0,100.0,45.0
Orange (color wheel),#FF7F00,251,127,0,30.0,100.0,50.0
Blanched almond,#FFEBCD,255,240,206,36.0,100.0,90.0
Earth yellow,#E1A95F,224,169,91,34.0,68.0,63.0
Fuchsia pink,#FF77FF,255,123,255,300.0,100.0,73.0
Folly,#FF004F,251,1,81,341.0,100.0,50.0
Bondi blue,#0095B6,3,142,179,191.0,100.0,36.0
Spanish green,#009150,0,145,76,153.0,100.0,28.0
Eggshell,#F0EAD6,241,233,213,46.0,46.0,89.0
Palatinate blue,#273BE2,39,60,223,234.0,76.0,52.0
Payne's grey,#536878,84,107,120,206.0,18.0,40.0
Baby pink,#F4C2C2,243,192,191,0.0,69.0,86.0
Pastel magenta,#F49AC2,239,150,195,333.0,80.0,78.0
Red (Crayola),#EE204D,246,34,77,347.0,86.0,53.0
Jet,#343434,55,48,54,0.0,0.0,20.0
Royal blue,#4169E1,62,109,224,225.0,73.0,57.0
Blue-green,#0D98BA,12,152,184,192.0,87.0,39.0
Yellow (Crayola),#FCE883,255,232,130,50.0,95.0,75.0
Brilliant lavender,#F4BBFF,246,187,255,290.0,100.0,87.0
Magic mint,#AAF0D1,168,242,205,153.0,70.0,80.0
Yellow (Pantone),#FEDF00,250,221,0,53.0,100.0,50.0
Coral,#FF7F50,252,124,81,16.0,100.0,66.0
Brown Yellow,#cc9966,207,156,99,30.0,50.0,60.0
Rich black,#004040,0,61,64,180.0,100.0,13.0
Ocean Boat Blue,#0077BE,0,116,191,202.0,100.0,37.0
Icterine,#FCF75E,251,249,94,58.0,96.0,68.0
Prune,#701C1C,112,28,27,0.0,60.0,27.0
Isabelline,#F4F0EC,246,239,239,30.0,27.0,94.0
Pastel green,#77DD77,116,217,122,120.0,60.0,67.0
Yellow (RYB),#FEFE33,254,255,51,60.0,99.0,60.0
Palatinate purple,#682860,106,41,97,308.0,44.0,28.0
Mahogany,#C04000,193,64,0,20.0,100.0,38.0
Pine green,#01796F,0,119,113,175.0,98.0,24.0
Vivid red,#F70D1A,251,9,28,357.0,94.0,51.0
Pastel magenta,#F49AC2,239,149,194,333.0,80.0,78.0
Silver,#C0C0C0,188,191,190,0.0,0.0,75.0
Vista blue,#7C9ED9,122,156,221,218.0,55.0,67.0
Middle Green,#4D8C57,78,140,85,130.0,29.0,43.0
Red (pigment),#ED1C24,240,25,35,358.0,85.0,52.0
Sap green,#507D2A,80,121,43,93.0,50.0,33.0
Teal green,#00827F,0,123,123,179.0,100.0,25.0
Very light azure,#74BBFB,116,190,250,208.0,94.0,72.0
Auburn,#A52A2A,166,40,46,0.0,59.0,41.0
Neon green,#39FF14,62,255,16,111.0,100.0,54.0
Pastel magenta,#F49AC2,239,150,198,333.0,80.0,78.0
Eggplant,#614051,93,65,83,329.0,20.0,32.0
Deep jungle green,#004B49,0,79,73,178.0,100.0,15.0
Jasmine,#F8DE7E,251,221,124,47.0,90.0,73.0
Venetian red,#C80815,202,11,25,356.0,92.0,41.0
Banana yellow,#FFE135,254,221,55,51.0,100.0,60.0
Dark byzantium,#5D3954,89,59,87,315.0,24.0,29.0
Gray,#808080,132,124,131,0.0,0.0,50.0
Celeste,#B2FFFF,182,252,255,180.0,100.0,85.0
Royal azure,#0038A8,0,59,164,220.0,100.0,33.0
Lime (color wheel),#BFFF00,191,251,4,75.0,100.0,50.0
Cadmium yellow,#FFF600,255,248,0,58.0,100.0,50.0
Donkey brown,#664C28,99,78,39,35.0,44.0,28.0
Red Salsa,#FD3A4A,255,62,71,355.0,98.0,61.0
Pink raspberry,#980036,156,4,54,339.0,100.0,30.0
International orange (engineering),#BA160C,185,22,13,3.0,88.0,39.0
Green (NCS),#009F6B,0,160,107,160.0,100.0,31.0
Vegas gold,#C5B358,196,182,90,50.0,48.0,56.0
Hot pink,#FF69B4,255,109,180,330.0,100.0,71.0
Byzantine,#BD33A4,190,55,168,311.0,58.0,47.0
Barbie pink,#E0218A,224,30,139,327.0,75.0,50.0
Meat brown,#E5B73B,229,180,57,44.0,77.0,56.0
Green (NCS),#009F6B,0,162,107,160.0,100.0,31.0
Fluorescent yellow,#CCFF00,202,253,4,72.0,100.0,50.0
Heart Gold,#808000,124,132,0,60.0,100.0,25.0
Plum (web),#DDA0DD,224,161,224,300.0,47.0,75.0
Pink Flamingo,#FC74FD,249,115,253,300.0,97.0,72.0
Rose Dust,#9E5E6F,155,95,109,344.0,25.0,49.0
UA red,#D9004C,213,1,76,339.0,100.0,43.0
Rose gold,#B76E79,187,111,118,351.0,34.0,57.0
Harvest gold,#DA9100,218,149,3,40.0,100.0,43.0
Folly,#FF004F,255,1,77,341.0,100.0,50.0
Umber,#635147,104,80,70,21.0,16.0,33.0
Picton blue,#45B1E8,66,178,229,200.0,78.0,59.0
Mint green,#98FF98,156,255,150,120.0,100.0,80.0
Pastel green,#77DD77,118,219,122,120.0,60.0,67.0
Utah Crimson,#D3003F,209,4,64,342.0,100.0,41.0
Spanish bistre,#807532,130,121,47,52.0,44.0,35.0
Olive Drab (#3),#6B8E23,109,139,36,80.0,60.0,35.0
Maya blue,#73C2FB,115,192,253,205.0,94.0,72.0
Copper rose,#996666,156,103,98,0.0,20.0,50.0
Slimy Green,#299617,45,146,18,111.0,73.0,34.0
Ocean Green,#48BF91,70,191,143,157.0,48.0,52.0
Sea blue,#006994,4,107,148,197.0,100.0,29.0
Light green,#90EE90,140,240,137,120.0,73.0,75.0
Amber (SAE/ECE),#FF7E00,255,123,0,30.0,100.0,50.0
Prussian blue,#003153,1,52,83,205.0,100.0,16.0
Acid green,#B0BF1A,176,192,20,65.0,76.0,43.0
Super pink,#CF6BA9,211,106,173,323.0,51.0,62.0
Taupe gray,#8B8589,137,132,136,320.0,3.0,53.0
Light cobalt blue,#88ACE0,136,176,221,215.0,59.0,71.0
Aero blue,#C9FFE5,197,250,229,151.0,100.0,89.0
Light sea green,#20B2AA,31,182,169,177.0,70.0,41.0
Titanium yellow,#EEE600,237,223,0,58.0,100.0,47.0
Maastricht Blue,#001C3D,0,26,65,212.0,100.0,12.0
Cocoa brown,#D2691E,210,107,30,25.0,75.0,47.0
Mauve,#E0B0FF,228,172,255,276.0,100.0,85.0
Vivid cerulean,#00AAEE,0,170,232,197.0,100.0,47.0
Mexican pink,#E4007C,229,3,121,327.0,100.0,45.0
Violet (RYB),#8601AF,134,1,179,286.0,99.0,35.0
Green (pigment),#00A550,0,161,83,149.0,100.0,32.0
Café au lait,#A67B5B,169,126,91,26.0,30.0,50.0
Magenta (Pantone),#D0417E,212,65,126,334.0,60.0,54.0
Maximum Blue Purple,#ACACE6,177,167,236,240.0,54.0,79.0
Deep aquamarine,#40826D,65,128,109,161.0,34.0,38.0
Smoke,#738276,117,133,121,132.0,6.0,48.0
Safety orange (blaze orange),#FF6700,255,102,4,24.0,100.0,50.0
Mindaro,#E3F988,224,244,136,72.0,90.0,75.0
Dark pastel purple,#966FD6,151,115,215,263.0,56.0,64.0
Raspberry rose,#B3446C,177,69,110,338.0,45.0,48.0
Light French beige,#C8AD7F,196,165,124,38.0,40.0,64.0
Deep coffee,#704241,117,66,64,1.0,27.0,35.0
Persian green,#00A693,0,167,147,173.0,100.0,33.0
Cinnamon[citation needed],#D2691E,212,102,33,25.0,75.0,47.0
Lavender magenta,#EE82EE,234,129,238,300.0,76.0,72.0
Spring Frost,#87FF2A,135,255,44,94.0,100.0,58.0
Mardi Gras,#880085,133,0,129,301.0,100.0,27.0
Sangria,#92000A,151,0,6,356.0,100.0,29.0
Lavender magenta,#EE82EE,240,131,238,300.0,76.0,72.0
Imperial purple,#66023C,98,0,58,325.0,96.0,20.0
Rich black,#004040,0,65,62,180.0,100.0,13.0
Café noir,#4B3621,76,52,33,30.0,39.0,21.0
Yellow Sunshine,#FFF700,252,249,0,58.0,100.0,50.0
Copper,#B87333,183,115,51,29.0,57.0,46.0
Mauvelous,#EF98AA,238,151,173,348.0,73.0,77.0
Pomp and Power,#86608E,131,96,141,290.0,19.0,47.0
Mauve,#E0B0FF,228,174,255,276.0,100.0,85.0
American rose,#FF033E,255,1,65,346.0,100.0,51.0
Old silver,#848482,136,134,125,60.0,1.0,51.0
Copper rose,#996666,155,103,94,0.0,20.0,50.0
Persian rose,#FE28A2,253,44,162,326.0,99.0,58.0
Golden poppy,#FCC200,255,189,1,46.0,100.0,49.0
Eerie black,#1B1B1B,27,23,27,0.0,0.0,11.0
White,#FFFFFF,251,255,255,0.0,0.0,100.0
Wintergreen Dream,#56887D,86,133,125,167.0,23.0,44.0
Rose bonbon,#F9429E,253,66,162,330.0,94.0,62.0
Ruby red,#9B111E,157,17,28,354.0,80.0,34.0
Green (HTML/CSS color),#008000,3,126,0,120.0,100.0,25.0
Copper red,#CB6D51,211,109,79,14.0,54.0,56.0
Powder blue,#B0E0E6,172,221,233,187.0,52.0,80.0
Independence,#4C516D,78,82,109,231.0,18.0,36.0
Red (pigment),#ED1C24,242,31,39,358.0,85.0,52.0
Dark cyan,#008B8B,0,136,137,180.0,100.0,27.0
Bittersweet shimmer,#BF4F51,191,79,84,359.0,47.0,53.0
Plum (web),#DDA0DD,225,159,226,300.0,47.0,75.0
Bangladesh green,#006A4E,4,104,82,164.0,100.0,21.0
Chlorophyll green,#4AFF00,78,254,1,103.0,100.0,50.0
Flavescent,#F7E98E,243,233,145,52.0,87.0,76.0
Glossy Grape,#AB92B3,167,143,176,285.0,18.0,64.0
Pine green,#01796F,3,126,108,175.0,98.0,24.0
Pale green,#98FB98,151,253,153,120.0,93.0,79.0
Fuchsia pink,#FF77FF,253,119,252,300.0,100.0,73.0
Mantis,#74C365,121,201,101,110.0,44.0,58.0
Vegas gold,#C5B358,197,180,92,50.0,48.0,56.0
Dark pastel purple,#966FD6,151,117,219,263.0,56.0,64.0
Smalt (Dark powder blue),#003399,2,52,153,220.0,100.0,30.0
Canary,#FFFF99,254,255,154,60.0,100.0,80.0
Bleu de France,#318CE7,53,143,231,210.0,79.0,55.0
Magenta (process),#FF0090,255,4,144,326.0,100.0,50.0
Plum,#8E4585,143,67,134,307.0,35.0,41.0
Kobe,#882D17,134,43,23,12.0,71.0,31.0
Spring Frost,#87FF2A,136,253,42,94.0,100.0,58.0
Cream,#FFFDD0,255,251,206,57.0,100.0,91.0
Shocking pink,#FC0FC0,250,16,191,315.0,98.0,52.0
Chinese violet,#856088,128,93,132,296.0,17.0,45.0
Pullman Green,#3B331C,60,54,28,45.0,36.0,17.0
Unmellow yellow,#FFFF66,255,253,102,60.0,100.0,70.0
Light goldenrod yellow,#FAFAD2,248,250,210,60.0,80.0,90.0
Vista blue,#7C9ED9,118,158,220,218.0,55.0,67.0
Dark yellow,#9B870C,158,131,8,52.0,86.0,33.0
Amaranth deep purple,#9F2B68,161,42,100,328.0,57.0,40.0
Honeydew,#F0FFF0,236,255,237,120.0,100.0,97.0
Mindaro,#E3F988,220,243,136,72.0,90.0,75.0
Japanese indigo,#264348,36,63,76,189.0,31.0,22.0
Amaranth deep purple,#9F2B68,163,39,97,328.0,57.0,40.0
International orange (aerospace),#FF4F00,255,80,2,19.0,100.0,50.0
Steel pink,#CC33CC,200,49,201,300.0,60.0,50.0
Electric lime,#CCFF00,202,253,0,72.0,100.0,50.0
Yellow Sunshine,#FFF700,248,246,0,58.0,100.0,50.0
Shocking pink (Crayola),#FF6FFF,251,111,255,300.0,100.0,72.0
French raspberry,#C72C48,201,41,70,349.0,64.0,48.0
Bisque,#FFE4C4,251,234,197,33.0,100.0,88.0
Pink lace,#FFDDF4,252,225,245,319.0,100.0,93.0
Fiery Rose,#FF5470,255,89,111,350.0,100.0,67.0
Russian green,#679267,99,150,100,120.0,17.0,49.0
Red (NCS),#C40233,197,0,49,345.0,98.0,39.0
Castleton green,#00563F,0,82,67,164.0,100.0,17.0
Azure,#007FFF,3,134,249,210.0,100.0,50.0
Tuscan red,#7C4848,129,66,71,0.0,27.0,38.0
International orange (engineering),#BA160C,185,19,8,3.0,88.0,39.0
Flax,#EEDC82,242,215,126,50.0,76.0,72.0
Bangladesh green,#006A4E,3,105,80,164.0,100.0,21.0
Liver chestnut,#987456,151,119,87,27.0,28.0,47.0
Brown (traditional),#964B00,147,73,2,30.0,100.0,29.0
Donkey brown,#664C28,101,77,43,35.0,44.0,28.0
GO green,#00AB66,2,169,103,156.0,100.0,34.0
Raspberry glace,#915F6D,142,94,114,343.0,21.0,47.0
Raspberry rose,#B3446C,175,70,111,338.0,45.0,48.0
Deep saffron,#FF9933,255,151,52,30.0,100.0,60.0
Zomp,#39A78E,59,167,144,166.0,49.0,44.0
Dark purple,#301934,51,23,52,291.0,35.0,15.0
Sap green,#507D2A,82,124,42,93.0,50.0,33.0
Ultra pink,#FF6FFF,251,112,251,300.0,100.0,72.0
Dutch white,#EFDFBB,236,222,183,42.0,62.0,84.0
Azureish white,#DBE9F4,219,231,244,206.0,53.0,91.0
Rosy brown,#BC8F8F,185,142,140,0.0,25.0,65.0
Vegas gold,#C5B358,195,177,86,50.0,48.0,56.0
Dark turquoise,#00CED1,0,202,206,181.0,100.0,41.0
Sunray,#E3AB57,230,169,90,36.0,71.0,62.0
Banana yellow,#FFE135,252,225,52,51.0,100.0,60.0
Deep saffron,#FF9933,251,153,53,30.0,100.0,60.0
Ocean Green,#48BF91,75,191,145,157.0,48.0,52.0
Eggshell,#F0EAD6,242,231,210,46.0,46.0,89.0
Lawn green,#7CFC00,124,252,0,90.0,100.0,49.0
Chrome yellow,#FFA700,255,164,3,39.0,100.0,50.0
Donkey brown,#664C28,98,80,37,35.0,44.0,28.0
Vivid lime green,#A6D608,165,215,4,74.0,93.0,44.0
Crimson glory,#BE0032,194,3,50,344.0,100.0,37.0
Cedar Chest,#C95A49,197,91,73,8.0,54.0,54.0
Eminence,#6C3082,105,48,130,284.0,46.0,35.0
Sky magenta,#CF71AF,210,122,169,320.0,49.0,63.0
Princeton orange,#F58025,243,125,36,26.0,91.0,55.0
Buff,#F0DC82,243,216,131,49.0,79.0,73.0
Kobicha,#6B4423,107,72,33,28.0,51.0,28.0
Bangladesh green,#006A4E,0,102,79,164.0,100.0,21.0
Yellow (Pantone),#FEDF00,255,223,3,53.0,100.0,50.0
Thistle,#D8BFD8,214,191,214,300.0,24.0,80.0
Pastel blue,#AEC6CF,174,194,208,196.0,26.0,75.0
Old heliotrope,#563C5C,86,59,96,289.0,21.0,30.0
Snow,#FFFAFA,255,250,251,0.0,100.0,99.0
Lime green,#32CD32,44,199,53,120.0,61.0,50.0
Illuminating Emerald,#319177,52,140,117,164.0,49.0,38.0
Raw Sienna,#D68A59,216,140,85,24.0,60.0,59.0
Volt,#CEFF00,204,251,1,72.0,100.0,50.0
Burnished Brown,#A17A74,160,125,114,8.0,19.0,54.0
Spanish bistre,#807532,130,118,47,52.0,44.0,35.0
Charleston green,#232B2B,39,47,47,180.0,10.0,15.0
Persian rose,#FE28A2,255,48,160,326.0,99.0,58.0
Parrot Pink,#D998A0,219,156,157,353.0,46.0,72.0
Grape,#6F2DA8,110,46,169,272.0,58.0,42.0
Congo pink,#F88379,249,135,120,5.0,90.0,72.0
Maroon (Crayola),#C32148,193,34,70,346.0,71.0,45.0
Lawn green,#7CFC00,127,252,0,90.0,100.0,49.0
Yellow (RYB),#FEFE33,255,255,50,60.0,99.0,60.0
Heart Gold,#808000,123,129,2,60.0,100.0,25.0
Myrtle green,#317873,51,120,111,176.0,42.0,33.0
Army green,#4B5320,73,82,31,69.0,44.0,23.0
Rose bonbon,#F9429E,249,63,158,330.0,94.0,62.0
Redwood,#A45A52,166,94,82,6.0,33.0,48.0
Royal fuchsia,#CA2C92,202,42,146,321.0,64.0,48.0
Sunray,#E3AB57,223,170,84,36.0,71.0,62.0
Electric cyan,#00FFFF,0,254,255,180.0,100.0,50.0
Flax,#EEDC82,241,220,128,50.0,76.0,72.0
Lemon lime,#E3FF00,227,253,0,67.0,100.0,50.0
Middle Green Yellow,#ACBF60,170,194,92,72.0,43.0,56.0
Dark olive green,#556B2F,85,110,48,82.0,39.0,30.0
Mauvelous,#EF98AA,241,147,167,348.0,73.0,77.0
Donkey brown,#664C28,103,81,36,35.0,44.0,28.0
Azure,#007FFF,1,120,252,210.0,100.0,50.0
Olivine,#9AB973,153,184,115,87.0,33.0,59.0
Iris,#5A4FCF,90,80,203,245.0,57.0,56.0
Stormcloud,#4F666A,79,102,106,189.0,15.0,36.0
Classic rose,#FBCCE7,249,205,235,326.0,85.0,89.0
Plum (web),#DDA0DD,225,159,222,300.0,47.0,75.0
Purple (Munsell),#9F00C5,156,0,195,288.0,100.0,39.0
Deep koamaru,#333366,51,50,99,240.0,33.0,30.0
Sheen Green,#8FD400,149,213,0,80.0,100.0,42.0
Pale spring bud,#ECEBBD,233,235,185,59.0,55.0,83.0
